MaskDeg,System,DOP,MeanDOP,P50DOP,P95DOP,MaxDOP,MeanNSats,ValidEpochs
20,Galileo,HDOP,5.09401946502022,1.53119315155548,4.83770692621581,2379.64853211497,6.07916666666667,1440
20,Galileo,VDOP,25.6821321078309,2.27332956104555,21.4695292890455,15204.2290400825,6.07916666666667,1440
20,Galileo,TDOP,22.4441989334662,1.61762557977156,18.9348873046156,13508.5039699955,6.07916666666667,1440
20,BeiDou,GDOP,36.1318577186879,5.14813007830386,23.8425545014132,31110.3917572029,4.67916666666667,1176
20,BeiDou,PDOP,31.7690675854911,4.49748972727079,19.8366777406627,27553.9947175277,4.67916666666667,1176
20,BeiDou,HDOP,7.48825552807815,1.64125649839617,6.73930001069699,5740.48175981525,4.67916666666667,1176
20,BeiDou,VDOP,30.7084561494044,4.08344244466496,19.1222682735946,26949.3876379181,4.67916666666667,1176
20,BeiDou,TDOP,17.1500538300624,2.40177086475216,12.6881782713422,14444.1631946297,4.67916666666667,1176
20,Combined,GDOP,1.59890990084358,1.58628923386508,1.90262007231677,2.67731245551634,20.4854166666667,1440
20,Combined,PDOP,1.37210822932469,1.3609197861211,1.60201758225538,2.2508899092982,20.4854166666667,1440
20,Combined,HDOP,0.66835399345738,0.661421938462542,0.775988540972264,1.25994589006003,20.4854166666667,1440
20,Combined,VDOP,1.19644121476981,1.18659102871524,1.40862489557296,1.86521895173229,20.4854166666667,1440
20,Combined,TDOP,0.820354412387176,0.812807211033068,1.00438542876757,1.44965395894417,20.4854166666667,1440
